"time{s}","RevMotorToRevMotorDisk\output","EncToRevLoadDisk\output","Step\output"
0.0301,0,0,0
0.0302,0,0,0
0.0303,0,0,0
0.0304,0,0,0
0.0305,0,0,0
0.0306,0,0,0
0.0307,0,0,0
0.0308,0,0,0
0.0309,0,0,0
0.031,0,0,0
0.0311,0,0,0
0.0312,0,0,0
0.0313,0,0,0
0.0314,0,0,0
0.0315,0,0,0
0.0316,0,0,0
0.0317,0,0,0
0.0318,0,0,0
0.0319,0,0,0
0.032,0,0,0
0.032,0,0,0
0.0321,0,0,0
0.0322,0,0,0
0.0323,0,0,0
0.0324,0,0,0
0.0325,0,0,0
0.0326,0,0,0
0.0327,0,0,0
0.0328,0,0,0
0.0329,0,0,0
0.033,0,0,0
0.0331,0,0,0
0.0332,0,0,0
0.0333,0,0,0
0.0334,0,0,0
0.0335,0,0,0
0.0336,0,0,0
0.0337,0,0,0
0.0338000000000001,0,0,0
0.0339000000000001,0,0,0
0.034,0,0,0
0.034,0,0,0
0.0341,0,0,0
0.0342,0,0,0
0.0343,0,0,0
0.0344,0,0,0
0.0345,0,0,0
0.0346,0,0,0
0.0347,0,0,0
0.0348,0,0,0
0.0349,0,0,0
0.035,0,0,0
0.0351,0,0,0
0.0352,0,0,0
0.0353,0,0,0
0.0354,0,0,0
0.0355,0,0,0
0.0356,0,0,0
0.0357000000000001,0,0,0
0.0358000000000001,0,0,0
0.0359000000000001,0,0,0
0.036,0,0,0
0.036,0,0,0
0.0361,0,0,0
0.0362,0,0,0
0.0363,0,0,0
0.0364,0,0,0
0.0365,0,0,0
0.0366,0,0,0
0.0367,0,0,0
0.0368,0,0,0
0.0369,0,0,0
0.037,0,0,0
0.0371,0,0,0
0.0372,0,0,0
0.0373,0,0,0
0.0374,0,0,0
0.0375,0,0,0
0.0376000000000001,0,0,0
0.0377000000000001,0,0,0
0.0378000000000001,0,0,0
0.0379000000000001,0,0,0
0.038,0,0,0
0.038,0,0,0
0.0381,0,0,0
0.0382,0,0,0
0.0383,0,0,0
0.0384,0,0,0
0.0385,0,0,0
0.0386,0,0,0
0.0387,0,0,0
0.0388,0,0,0
0.0389,0,0,0
0.039,0,0,0
0.0391,0,0,0
0.0392,0,0,0
0.0393,0,0,0
0.0394,0,0,0
0.0395,0,0,0
0.0396,0,0,0
0.0397,0,0,0
0.0398000000000001,0,0,0
0.0399000000000001,0,0,0
0.04,0,0,0
0.04,0,0,0
0.0401,0,0,0
0.0402,0,0,0
0.0403,0,0,0
0.0404,0,0,0
0.0405,0,0,0
0.0406,0,0,0
0.0407,0,0,0
0.0408,0,0,0
0.0409,0,0,0
0.041,0,0,0
0.0411,0,0,0
0.0412,0,0,0
0.0413,0,0,0
0.0414,0,0,0
0.0415,0,0,0
0.0416,0,0,0
0.0417000000000001,0,0,0
0.0418000000000001,0,0,0
0.0419000000000001,0,0,0
0.042,0,0,0
0.042,0,0,0
0.0421,0,0,0
0.0422,0,0,0
0.0423,0,0,0
0.0424,0,0,0
0.0425,0,0,0
0.0426,0,0,0
0.0427,0,0,0
0.0428,0,0,0
0.0429,0,0,0
0.043,0,0,0
0.0431,0,0,0
0.0432,0,0,0
0.0433,0,0,0
0.0434,0,0,0
0.0435,0,0,0
0.0436,0,0,0
0.0437000000000001,0,0,0
0.0438000000000001,0,0,0
0.0439000000000001,0,0,0
0.044,0,0,0
0.044,0,0,0
0.0441,0,0,0
0.0442,0,0,0
0.0443,0,0,0
0.0444,0,0,0
0.0445,0,0,0
0.0446,0,0,0
0.0447,0,0,0
0.0448,0,0,0
0.0449,0,0,0
0.045,0,0,0
0.0451,0,0,0
0.0452,0,0,0
0.0453,0,0,0
0.0454,0,0,0
0.0455,0,0,0
0.0456,0,0,0
0.0457,0,0,0
0.0458,0,0,0
0.0459000000000001,0,0,0
0.046,0,0,0
0.046,0,0,0
0.0461,0,0,0
0.0462,0,0,0
0.0463,0,0,0
0.0464,0,0,0
0.0465,0,0,0
0.0466,0,0,0
0.0467,0,0,0
0.0468,0,0,0
0.0469,0,0,0
0.047,0,0,0
0.0471,0,0,0
0.0472,0,0,0
0.0473,0,0,0
0.0474,0,0,0
0.0475,0,0,0
0.0476,0,0,0
0.0477,0,0,0
0.0478000000000001,0,0,0
0.0479000000000001,0,0,0
0.048,0,0,0
0.048,0,0,0
0.0481,0,0,0
0.0482,0,0,0
0.0483,0,0,0
0.0484,0,0,0
0.0485,0,0,0
0.0486,0,0,0
0.0487,0,0,0
0.0488,0,0,0
0.0489,0,0,0
0.049,0,0,0
0.0491,0,0,0
0.0492,0,0,0
0.0493,0,0,0
0.0494,0,0,0
0.0495,0,0,0
0.0496,0,0,0
0.0497000000000001,0,0,0
0.0498000000000001,0,0,0
0.0499000000000001,0,0,0
0.05,0,0,0
0.05,0,0,0
0.0501,0,0,0
0.0502,0,0,0
0.0503,0,0,0
0.0504,0,0,0
0.0505,0,0,0
0.0506,0,0,0
0.0507,0,0,0
0.0508,0,0,0
0.0509,0,0,0
0.051,0,0,0
0.0511,0,0,0
0.0512,0,0,0
0.0513,0,0,0
0.0514,0,0,0
0.0515,0,0,0
0.0516,0,0,0
0.0517000000000001,0,0,0
0.0518000000000001,0,0,0
0.0519000000000001,0,0,0
0.052,0,0,0
0.052,0,0,0
0.0521,0,0,0
0.0522,0,0,0
0.0523,0,0,0
0.0524,0,0,0
0.0525,0,0,0
0.0526,0,0,0
0.0527,0,0,0
0.0528,0,0,0
0.0529,0,0,0
0.053,0,0,0
0.0531,0,0,0
0.0532,0,0,0
0.0533,0,0,0
0.0534,0,0,0
0.0535,0,0,0
0.0536000000000001,0,0,0
0.0537000000000001,0,0,0
0.0538000000000001,0,0,0
0.0539000000000001,0,0,0
0.054,0,0,0
0.054,0,0,0
0.0541,0,0,0
0.0542,0,0,0
0.0543,0,0,0
0.0544,0,0,0
0.0545,0,0,0
0.0546,0,0,0
0.0547,0,0,0
0.0548,0,0,0
0.0549,0,0,0
0.055,0,0,0
0.0551,0,0,0
0.0552,0,0,0
0.0553,0,0,0
0.0554,0,0,0
0.0555,0,0,0
0.0556,0,0,0
0.0557,0,0,0
0.0558000000000001,0,0,0
0.0559000000000001,0,0,0
0.056,0,0,0
0.056,0,0,0
0.0561,0,0,0
0.0562,0,0,0
0.0563,0,0,0
0.0564,0,0,0
0.0565,0,0,0
0.0566,0,0,0
0.0567,0,0,0
0.0568,0,0,0
0.0569,0,0,0
0.057,0,0,0
0.0571,0,0,0
0.0572,0,0,0
0.0573,0,0,0
0.0574,0,0,0
0.0575,0,0,0
0.0576,0,0,0
0.0577000000000001,0,0,0
0.0578000000000001,0,0,0
0.0579000000000001,0,0,0
0.058,0,0,0
0.058,0,0,0
0.0581,0,0,0
0.0582,0,0,0
0.0583,0,0,0
0.0584,0,0,0
0.0585,0,0,0
0.0586,0,0,0
0.0587,0,0,0
0.0588,0,0,0
0.0589,0,0,0
0.059,0,0,0
0.0591,0,0,0
0.0592,0,0,0
0.0593,0,0,0
0.0594,0,0,0
0.0595,0,0,0
0.0596,0,0,0
0.0597000000000001,0,0,0
0.0598000000000001,0,0,0
0.0599000000000001,0,0,0
0.06,0,0,0
0.06,0,0,0
0.0601,0,0,0
0.0602,0,0,0
0.0603,0,0,0
0.0604,0,0,0
0.0605,0,0,0
0.0606,0,0,0
0.0607,0,0,0
0.0608,0,0,0
0.0609,0,0,0
0.061,0,0,0
0.0611,0,0,0
0.0612,0,0,0
0.0613,0,0,0
0.0614,0,0,0
0.0615,0,0,0
0.0616,0,0,0
0.0617,0,0,0
0.0618,0,0,0
0.0619000000000001,0,0,0
0.062,0,0,0
0.062,0,0,0
0.0621,0,0,0
0.0622,0,0,0
0.0623,0,0,0
0.0624,0,0,0
0.0625,0,0,0
0.0626,0,0,0
0.0627,0,0,0
0.0628,0,0,0
0.0629,0,0,0
0.063,0,0,0
0.0631,0,0,0
0.0632,0,0,0
0.0633,0,0,0
0.0634,0,0,0
0.0635,0,0,0
0.0636,0,0,0
0.0637,0,0,0
0.0638000000000001,0,0,0
0.0639000000000001,0,0,0
0.064,0,0,0
0.064,0,0,0
0.0641,0,0,0
0.0642,0,0,0
0.0643,0,0,0
0.0644,0,0,0
0.0645,0,0,0
0.0646,0,0,0
0.0647,0,0,0
0.0648,0,0,0
0.0649,0,0,0
0.065,0,0,0
0.0651,0,0,0
0.0652,0,0,0
0.0653,0,0,0
0.0654,0,0,0
0.0655,0,0,0
0.0656,0,0,0
0.0657000000000001,0,0,0
0.0658000000000001,0,0,0
0.0659000000000001,0,0,0
0.066,0,0,0
0.066,0,0,0
0.0661,0,0,0
0.0662,0,0,0
0.0663,0,0,0
0.0664,0,0,0
0.0665,0,0,0
0.0666,0,0,0
0.0667,0,0,0
0.0668,0,0,0
0.0669,0,0,0
0.067,0,0,0
0.0671,0,0,0
0.0672,0,0,0
0.0673,0,0,0
0.0674,0,0,0
0.0675,0,0,0
0.0676,0,0,0
0.0677000000000001,0,0,0
0.0678000000000001,0,0,0
0.0679000000000001,0,0,0
0.068,0,0,0
0.068,0,0,0
0.0681,0,0,0
0.0682,0,0,0
0.0683,0,0,0
0.0684,0,0,0
0.0685,0,0,0
0.0686,0,0,0
0.0687,0,0,0
0.0688,0,0,0
0.0689,0,0,0
0.069,0,0,0
0.0691,0,0,0
0.0692,0,0,0
0.0693,0,0,0
0.0694,0,0,0
0.0695,0,0,0
0.0696000000000001,0,0,0
0.0697000000000001,0,0,0
0.0698000000000001,0,0,0
0.0699000000000001,0,0,0
0.07,0,0,0
0.07,0,0,0
0.0701,0,0,0
0.0702,0,0,0
0.0703,0,0,0
0.0704,0,0,0
0.0705,0,0,0
0.0706,0,0,0
0.0707,0,0,0
0.0708,0,0,0
0.0709,0,0,0
0.071,0,0,0
0.0711,0,0,0
0.0712,0,0,0
0.0713,0,0,0
0.0714,0,0,0
0.0715000000000001,0,0,0
0.0716000000000001,0,0,0
0.0717000000000001,0,0,0
0.0718000000000001,0,0,0
0.0719000000000001,0,0,0
0.072,0,0,0
0.072,0,0,0
0.0721,0,0,0
0.0722,0,0,0
0.0723,0,0,0
0.0724,0,0,0
0.0725,0,0,0
0.0726,0,0,0
0.0727,0,0,0
0.0728,0,0,0
0.0729,0,0,0
0.073,0,0,0
0.0731,0,0,0
0.0732,0,0,0
0.0733,0,0,0
0.0734,0,0,0
0.0735000000000001,0,0,0
0.0736000000000001,0,0,0
0.0737000000000001,0,0,0
0.0738000000000001,0,0,0
0.0739000000000001,0,0,0
0.074,0,0,0
0.074,0,0,0
0.0741,0,0,0
0.0742,0,0,0
0.0743,0,0,0
0.0744,0,0,0
0.0745,0,0,0
0.0746,0,0,0
0.0747,0,0,0
0.0748,0,0,0
0.0749,0,0,0
0.075,0,0,0
0.0751,0,0,0
0.0752,0,0,0
0.0753,0,0,0
0.0754,0,0,0
0.0755,0,0,0
0.0756,0,0,0
0.0757,0,0,0
0.0758,0,0,0
0.0759000000000001,0,0,0
0.076,0,0,0
0.076,0,0,0
0.0761,0,0,0
0.0762,0,0,0
0.0763,0,0,0
0.0764,0,0,0
0.0765,0,0,0
0.0766,0,0,0
0.0767,0,0,0
0.0768,0,0,0
0.0769,0,0,0
0.077,0,0,0
0.0771,0,0,0
0.0772,0,0,0
0.0773,0,0,0
0.0774,0,0,0
0.0775,0,0,0
0.0776,0,0,0
0.0777,0,0,0
0.0778000000000001,0,0,0
0.0779000000000001,0,0,0
0.078,0,0,0
0.078,0,0,0
0.0781,0,0,0
0.0782,0,0,0
0.0783,0,0,0
0.0784,0,0,0
0.0785,0,0,0
0.0786,0,0,0
0.0787,0,0,0
0.0788,0,0,0
0.0789,0,0,0
0.079,0,0,0
0.0791,0,0,0
0.0792,0,0,0
0.0793,0,0,0
0.0794,0,0,0
0.0795,0,0,0
0.0796,0,0,0
0.0797,0,0,0
0.0798000000000001,0,0,0
0.0799000000000001,0,0,0
0.08,0,0,0
0.08,0,0,0
0.0801,0,0,0
0.0802,0,0,0
0.0803,0,0,0
0.0804,0,0,0
0.0805,0,0,0
0.0806,0,0,0
0.0807,0,0,0
0.0808,0,0,0
0.0809,0,0,0
0.081,0,0,0
0.0811,0,0,0
0.0812,0,0,0
0.0813,0,0,0
0.0814,0,0,0
0.0815,0,0,0
0.0816,0,0,0
0.0817000000000001,0,0,0
0.0818000000000001,0,0,0
0.0819000000000001,0,0,0
0.082,0,0,0
0.082,0,0,0
0.0821,0,0,0
0.0822,0,0,0
0.0823,0,0,0
0.0824,0,0,0
0.0825,0,0,0
0.0826,0,0,0
0.0827,0,0,0
0.0828,0,0,0
0.0829,0,0,0
0.083,0,0,0
0.0831,0,0,0
0.0832,0,0,0
0.0833,0,0,0
0.0834,0,0,0
0.0835,0,0,0
0.0836,0,0,0
0.0837000000000001,0,0,0
0.0838000000000001,0,0,0
0.0839000000000001,0,0,0
0.084,0,0,0
0.084,0,0,0
0.0841,0,0,0
0.0842,0,0,0
0.0843,0,0,0
0.0844,0,0,0
0.0845,0,0,0
0.0846,0,0,0
0.0847,0,0,0
0.0848,0,0,0
0.0849,0,0,0
0.085,0,0,0
0.0851,0,0,0
0.0852,0,0,0
0.0853,0,0,0
0.0854,0,0,0
0.0855,0,0,0
0.0856000000000001,0,0,0
0.0857000000000001,0,0,0
0.0858000000000001,0,0,0
0.0859000000000001,0,0,0
0.086,0,0,0
0.086,0,0,0
0.0861,0,0,0
0.0862,0,0,0
0.0863,0,0,0
0.0864,0,0,0
0.0865,0,0,0
0.0866,0,0,0
0.0867,0,0,0
0.0868,0,0,0
0.0869,0,0,0
0.087,0,0,0
0.0871,0,0,0
0.0872,0,0,0
0.0873,0,0,0
0.0874,0,0,0
0.0875000000000001,0,0,0
0.0876000000000001,0,0,0
0.0877000000000001,0,0,0
0.0878000000000001,0,0,0
0.0879000000000001,0,0,0
0.088,0,0,0
0.088,0,0,0
0.0881,0,0,0
0.0882,0,0,0
0.0883,0,0,0
0.0884,0,0,0
0.0885,0,0,0
0.0886,0,0,0
0.0887,0,0,0
0.0888,0,0,0
0.0889,0,0,0
0.089,0,0,0
0.0891,0,0,0
0.0892,0,0,0
0.0893,0,0,0
0.0894,0,0,0
0.0895,0,0,0
0.0896,0,0,0
0.0897,0,0,0
0.0898,0,0,0
0.0899,0,0,0
0.09,0,0,0
0.09,0,0,0
0.0901,0,0,0
0.0902,0,0,0
0.0903,0,0,0
0.0904,0,0,0
0.0905,0,0,0
0.0906,0,0,0
0.0907,0,0,0
0.0908,0,0,0
0.0909,0,0,0
0.091,0,0,0
0.0911,0,0,0
0.0912,0,0,0
0.0913,0,0,0
0.0914,0,0,0
0.0915,0,0,0
0.0916,0,0,0
0.0917,0,0,0
0.0918,0,0,0
0.0919000000000001,0,0,0
0.092,0,0,0
0.092,0,0,0
0.0921,0,0,0
0.0922,0,0,0
0.0923,0,0,0
0.0924,0,0,0
0.0925,0,0,0
0.0926,0,0,0
0.0927,0,0,0
0.0928,0,0,0
0.0929,0,0,0
0.093,0,0,0
0.0931,0,0,0
0.0932,0,0,0
0.0933,0,0,0
0.0934,0,0,0
0.0935,0,0,0
0.0936,0,0,0
0.0937,0,0,0
0.0938000000000001,0,0,0
0.0939000000000001,0,0,0
0.094,0,0,0
0.094,0,0,0
0.0941,0,0,0
0.0942,0,0,0
0.0943,0,0,0
0.0944,0,0,0
0.0945,0,0,0
0.0946,0,0,0
0.0947,0,0,0
0.0948,0,0,0
0.0949,0,0,0
0.095,0,0,0
0.0951,0,0,0
0.0952,0,0,0
0.0953,0,0,0
0.0954,0,0,0
0.0955,0,0,0
0.0956,0,0,0
0.0957,0,0,0
0.0958000000000001,0,0,0
0.0959000000000001,0,0,0
0.096,0,0,0
0.096,0,0,0
0.0961,0,0,0
0.0962,0,0,0
0.0963,0,0,0
0.0964,0,0,0
0.0965,0,0,0
0.0966,0,0,0
0.0967,0,0,0
0.0968,0,0,0
0.0969,0,0,0
0.097,0,0,0
0.0971,0,0,0
0.0972,0,0,0
0.0973,0,0,0
0.0974,0,0,0
0.0975,0,0,0
0.0976,0,0,0
0.0977000000000001,0,0,0
0.0978000000000001,0,0,0
0.0979000000000001,0,0,0
0.098,0,0,0
0.098,0,0,0
0.0981,0,0,0
0.0982,0,0,0
0.0983,0,0,0
0.0984,0,0,0
0.0985,0,0,0
0.0986,0,0,0
0.0987,0,0,0
0.0988,0,0,0
0.0989,0,0,0
0.099,0,0,0
0.0991,0,0,0
0.0992,0,0,0
0.0993,0,0,0
0.0994,0,0,0
0.0995,0,0,0
0.0996000000000001,0,0,0
0.0997000000000001,0,0,0
0.0998000000000001,0,0,0
0.0999000000000001,0,0,0
0.1,0,0,0
0.1,0,0,0
0.1001,0,0,0
0.1002,0,0,0
0.1003,0,0,0
0.1004,0,0,0
0.1005,0,0,0
0.1006,0,0,0
0.1007,0,0,0
0.1008,0,0,0
0.1009,0,0,0
0.101,0,0,0
0.1011,0,0,0
0.1012,0,0,0
0.1013,0,0,0
0.1014,0,0,0
0.1015,0,0,0
0.1016,0,0,0
0.1017,0,0,0
0.1018,0,0,0
0.1019,0,0,0
0.102,0,0,0
0.102,0,0,0
0.1021,0,0,0
0.1022,0,0,0
0.1023,0,0,0
0.1024,0,0,0
0.1025,0,0,0
0.1026,0,0,0
0.1027,0,0,0
0.1028,0,0,0
0.1029,0,0,0
0.103,0,0,0
0.1031,0,0,0
0.1032,0,0,0
0.1033,0,0,0
0.1034,0,0,0
0.1035,0,0,0
0.1036,0,0,0
0.1037,0,0,0
0.1038,0,0,0
0.1039,0,0,0
0.104,0,0,0
0.104,0,0,0
0.1041,0,0,0
0.1042,0,0,0
0.1043,0,0,0
0.1044,0,0,0
0.1045,0,0,0
0.1046,0,0,0
0.1047,0,0,0
0.1048,0,0,0
0.1049,0,0,0
0.105,0,0,0
0.1051,0,0,0
0.1052,0,0,0
0.1053,0,0,0
0.1054,0,0,0
0.1055,0,0,0
0.1056,0,0,0
0.1057,0,0,0
0.1058,0,0,0
0.1059,0,0,0
0.106,0,0,0
0.106,0,0,0
0.1061,0,0,0
0.1062,0,0,0
0.1063,0,0,0
0.1064,0,0,0
0.1065,0,0,0
0.1066,0,0,0
0.1067,0,0,0
0.1068,0,0,0
0.1069,0,0,0
0.107,0,0,0
0.1071,0,0,0
0.1072,0,0,0
0.1073,0,0,0
0.1074,0,0,0
0.1075,0,0,0
0.1076,0,0,0
0.1077,0,0,0
0.1078,0,0,0
0.1079,0,0,0
0.108,0,0,0
0.108,0,0,0
0.1081,0,0,0
0.1082,0,0,0
0.1083,0,0,0
0.1084,0,0,0
0.1085,0,0,0
0.1086,0,0,0
0.1087,0,0,0
0.1088,0,0,0
0.1089,0,0,0
0.109,0,0,0
0.1091,0,0,0
0.1092,0,0,0
0.1093,0,0,0
0.1094,0,0,0
0.1095,0,0,0
0.1096,0,0,0
0.1097,0,0,0
0.1098,0,0,0
0.1099,0,0,0
0.11,0,0,0
0.11,0,0,0
0.1101,0,0,0
0.1102,0,0,0
0.1103,0,0,0
0.1104,0,0,0
0.1105,0,0,0
0.1106,0,0,0
0.1107,0,0,0
0.1108,0,0,0
0.1109,0,0,0
0.111,0,0,0
0.1111,0,0,0
0.1112,0,0,0
0.1113,0,0,0
0.1114,0,0,0
0.1115,0,0,0
0.1116,0,0,0
0.1117,0,0,0
0.1118,0,0,0
0.1119,0,0,0
0.112,0,0,0
0.112,0,0,0
0.1121,0,0,0
0.1122,0,0,0
0.1123,0,0,0
0.1124,0,0,0
0.1125,0,0,0
0.1126,0,0,0
0.1127,0,0,0
0.1128,0,0,0
0.1129,0,0,0
0.113,0,0,0
0.1131,0,0,0
0.1132,0,0,0
0.1133,0,0,0
0.1134,0,0,0
0.1135,0,0,0
0.1136,0,0,0
0.1137,0,0,0
0.1138,0,0,0
0.1139,0,0,0
0.114,0,0,0
0.114,0,0,0
0.1141,0,0,0
0.1142,0,0,0
0.1143,0,0,0
0.1144,0,0,0
0.1145,0,0,0
0.1146,0,0,0
0.1147,0,0,0
0.1148,0,0,0
0.1149,0,0,0
0.115,0,0,0
0.1151,0,0,0
0.1152,0,0,0
0.1153,0,0,0
0.1154,0,0,0
0.1155,0,0,0
0.1156,0,0,0
0.1157,0,0,0
0.1158,0,0,0
0.1159,0,0,0
0.116,0,0,0
0.116,0,0,0
0.1161,0,0,0
0.1162,0,0,0
0.1163,0,0,0
0.1164,0,0,0
0.1165,0,0,0
0.1166,0,0,0
0.1167,0,0,0
0.1168,0,0,0
0.1169,0,0,0
0.117,0,0,0
0.1171,0,0,0
0.1172,0,0,0
0.1173,0,0,0
0.1174,0,0,0
